ars,name,designation,postal_code,district,state,lat,lng,population
073375004068,Rohrbach,,76865,Südliche Weinstraße,Rheinland-Pfalz,49.137175,8.128289,1802
091860149149,Rohrbach,,85296,Pfaffenhofen a.d.Ilm,Bayern,48.613775,11.563034,5970
160735012074,Rohrbach,,07429,Saalfeld-Rudolstadt,Thüringen,50.60298,11.220214,178
150815051440,Rohrberg,,38489,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.70737,11.039679,964
160615008078,Rohrberg,,37318,Eichsfeld,Thüringen,51.410502,10.021544,230
096719456456,Rohrbrunner Forst,,,Aschaffenburg,Bayern,49.911893,9.402574,0
082355007060,Rohrdorf,,72229,Calw,Baden-Württemberg,48.570536,8.693404,1990
091870169169,Rohrdorf,,83101,Rosenheim,Bayern,47.796994,12.170017,5853
091855154157,Rohrenfels,,86701,Neuburg-Schrobenhausen,Bayern,48.687315,11.155356,1646
032565402027,Rohrsen,,31627,Nienburg (Weser),Niedersachsen,52.709796,9.232437,1132
081255007084,Roigheim,,74255,Heilbronn,Baden-Württemberg,49.363701,9.340511,1497
031585407025,Roklum,,38325,Wolfenbüttel,Niedersachsen,52.065366,10.739548,422
031595402028,Rollshausen,,37434,Göttingen,Niedersachsen,51.569563,10.216588,846
130755560115,Rollwitz,,17309,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.47244,13.977457,839
130765662120,Rom,,19372,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.445358,11.949777,792
072325006300,Rommersheim,,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.193874,6.443613,671
051620028028,Rommerskirchen,,41569,Rhein-Kreis Neuss,Nordrhein-Westfalen,51.034328,6.688992,14079
065350014014,Romrod,Stadt,36329,Vogelsbergkreis,Hessen,50.714722,9.220618,2574
010535308103,Rondeshagen,,23919,Herzogtum Lauenburg,Schleswig-Holstein,53.753642,10.629717,803
064350024024,Ronneburg,,63549,Main-Kinzig-Kreis,Hessen,50.216857,9.04344,3532
160760061061,Ronneburg,Stadt,07580,Greiz,Thüringen,50.863458,12.184789,4971
032410014014,Ronnenberg,Stadt,30952,Region Hannover,Niedersachsen,52.319008,9.653235,23814
097770165165,Ronsberg,M,87671,Ostallgäu,Bayern,47.898111,10.412979,1658
066320017017,Ronshausen,,36217,Hersfeld-Rotenburg,Hessen,50.947739,9.859555,2271
072315006112,Rorodt,,54411,Bernkastel-Wittlich,Rheinland-Pfalz,49.768827,7.04955,55
160665051059,Rosa,,98590,Schmalkalden-Meiningen,Thüringen,50.711522,10.250238,673
064400023023,Rosbach v. d. Höhe,Stadt,61191,Wetteraukreis,Hessen,50.304532,8.692481,13084
073375003069,Roschbach,,76835,Südliche Weinstraße,Rheinland-Pfalz,49.246363,8.11789,866
033605404018,Rosche,,29571,Uelzen,Niedersachsen,52.986676,10.751954,1971
072325001301,Roscheid,,54619,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.122364,6.188003,47
010615189093,Rosdorf,,25548,Steinburg,Schleswig-Holstein,53.97689,9.723729,335
031590029029,Rosdorf,,37124,Göttingen,Niedersachsen,51.506056,9.896257,12239
010535318104,Roseburg,,21514,Herzogtum Lauenburg,Schleswig-Holstein,53.530505,10.624215,540
120695917537,Rosenau,,14789,Potsdam-Mittelmark,Brandenburg,52.325115,12.320434,854
146265220470,Rosenbach,,02708,Görlitz,Sachsen,51.078093,14.731271,1503
145230365365,Rosenbach/Vogtl.,,08539,Vogtlandkreis,Sachsen,50.546309,12.037253,3927
081365003060,Rosenberg,,73494,Ostalbkreis,Baden-Württemberg,49.01992,10.033041,2575
082255007082,Rosenberg,,74749,Neckar-Odenwald-Kreis,Baden-Württemberg,49.456285,9.474974,2021
055580040040,Rosendahl,,48720,Coesfeld,Nordrhein-Westfalen,52.016807,7.209896,11249
160755011093,Rosendorf,,07819,Saale-Orla-Kreis,Thüringen,50.7621,11.789195,159
084170054054,Rosenfeld,Stadt,72348,Zollernalbkreis,Baden-Württemberg,48.286301,8.723243,6393
033530029029,Rosengarten,,21224,Harburg,Niedersachsen,53.379364,9.895289,14033
081275009100,Rosengarten,,74538,Schwäbisch Hall,Baden-Württemberg,49.066934,9.726334,5309
091630000000,Rosenheim,,83013,Rosenheim,Bayern,47.856358,12.128932,65274
071325009095,Rosenheim (Landkreis Altenkirchen),,57520,Altenkirchen (Westerwald),Rheinland-Pfalz,50.712504,7.849012,753
073405008223,Rosenkopf,,66894,Südwestpfalz,Rheinland-Pfalz,49.345351,7.434224,358
130715162127,Rosenow,,17091,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.627786,13.036318,1018
066350017017,Rosenthal,Stadt,35119,Waldeck-Frankenberg,Hessen,50.97462,8.867967,2051
160750136136,Rosenthal am Rennsteig,,07366,Saale-Orla-Kreis,Thüringen,50.403386,11.696266,3669
146285219340,Rosenthal-Bielatal,,01824,Sächsische Schweiz-Osterzgebirge,Sachsen,50.874802,14.046095,1521
160775005042,Rositz,,04617,Altenburger Land,Thüringen,51.018668,12.367843,2686
120695902541,Roskow,,14778,Potsdam-Mittelmark,Brandenburg,52.472329,12.715223,1216
145220500500,Rossau,,09661,Mittelsachsen,Sachsen,50.997263,13.047678,3302
071385009065,Roßbach,,53547,Neuwied,Rheinland-Pfalz,50.574872,7.416099,1444
071435002287,Roßbach,,56271,Westerwaldkreis,Rheinland-Pfalz,50.604538,7.682226,856
092770142142,Roßbach,,94439,Rottal-Inn,Bayern,48.599478,12.941005,2920
096729466466,Roßbacher Forst,,,Bad Kissingen,Bayern,50.197388,9.711081,0
064320020020,Roßdorf,,64380,Darmstadt-Dieburg,Hessen,49.8577,8.756733,13096
160665051061,Roßdorf,,98590,Schmalkalden-Meiningen,Thüringen,50.702535,10.215447,564
097775770166,Roßhaupten,,87672,Ostallgäu,Bayern,47.652601,10.718053,2272
130755553116,Rossin,,17398,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.769859,13.704449,173
160650087087,Roßleben-Wiehe,Stadt,06571,Kyffhäuserkreis,Thüringen,51.29717,11.432894,7062
130755556117,Rossow,,17322,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.474896,14.123524,443
095730125125,Roßtal,M,90574,Fürth,Bayern,49.398892,10.886133,9663
145220510510,Roßwein,Stadt,04741,Mittelsachsen,Sachsen,51.065071,13.183633,7149
130030000000,Rostock,Hanse- und Universitätsstadt,18055,Rostock,Mecklenburg-Vorpommern,54.088548,12.135993,205307
081275008071,Rot am See,,74585,Schwäbisch Hall,Baden-Württemberg,49.248906,10.02557,5531
084265008100,Rot an der Rot,,88430,Biberach,Baden-Württemberg,48.013091,10.027282,4500
033570039039,Rotenburg (Wümme),Stadt,27356,Rotenburg (Wümme),Niedersachsen,53.110417,9.403666,23117
066320018018,Rotenburg a. d. Fulda,Stadt,36199,Hersfeld-Rotenburg,Hessen,50.996422,9.724701,12937
071435009288,Rotenhain,,56459,Westerwaldkreis,Rheinland-Pfalz,50.599148,7.882879,492
071325006096,Roth,,57539,Altenkirchen (Westerwald),Rheinland-Pfalz,50.76258,7.700363,1567
071335011085,Roth,,55442,Bad Kreuznach,Rheinland-Pfalz,49.943588,7.800693,285
071405003131,Roth,,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.086734,7.455648,258
071415011118,Roth,,56368,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.267074,7.895567,197
095760143143,Roth,St,91154,Roth,Bayern,49.244523,11.090664,25458
072325005112,Roth an der Our,,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.922801,6.225358,242
072325006302,Roth bei Prüm,,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.307971,6.385369,440
130755559118,Rothemühl,,17379,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.594758,13.821924,283
071435009289,Rothenbach,,56459,Westerwaldkreis,Rheinland-Pfalz,50.564072,7.900827,946
096710148148,Rothenbuch,,63860,Aschaffenburg,Bayern,49.967421,9.397565,1680
096719457457,Rothenbucher Forst,,,Aschaffenburg,Bayern,49.965143,9.425294,0
095710193193,Rothenburg ob der Tauber,GKSt,91541,Ansbach,Bayern,49.377149,10.179283,11365
146265235480,"Rothenburg/O.L., Stadt",Hochschulstadt,02929,Görlitz,Sachsen,51.33588,14.966788,4047
096775621181,Rothenfels,St,97851,Main-Spessart,Bayern,49.890749,9.589787,947
130755556119,Rothenklempenow,,17321,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.515988,14.202804,592
160745011079,Rothenstein,,07751,Saale-Holzland-Kreis,Thüringen,50.849184,11.603008,1134
073365008087,Rothselberg,,67753,Kusel,Rheinland-Pfalz,49.546078,7.591146,622
071325010097,Rott,,57632,Altenkirchen (Westerwald),Rheinland-Pfalz,50.637343,7.513436,398
091815142137,Rott,,86935,Landsberg am Lech,Bayern,47.906166,10.970729,1746
091875165170,Rott a.Inn,,83543,Rosenheim,Bayern,47.983204,12.127646,4142
091820129129,Rottach-Egern,,83700,Miesbach,Bayern,47.688923,11.765587,5441
084255010104,Rottenacker,,89616,Alb-Donau-Kreis,Baden-Württemberg,48.235057,9.687742,2278
091905178145,Rottenbuch,,82401,Weilheim-Schongau,Bayern,47.732472,10.964274,1833
092740176176,Rottenburg a.d.Laaber,St,84056,Landshut,Bayern,48.702367,12.027732,8486
084165003036,Rottenburg am Neckar,Stadt,72108,Tübingen,Baden-Württemberg,48.479475,8.936507,45677
096790185185,Rottendorf,,97228,Würzburg,Bayern,49.790279,10.026372,5398
091879451451,Rotter Forst-Nord,,,Rosenheim,Bayern,47.963362,12.094872,0
091879452452,Rotter Forst-Süd,,,Rosenheim,Bayern,47.95304,12.078374,0
092755234143,Rotthalmünster,M,94094,Passau,Bayern,48.359785,13.202955,4676
083255003049,Rottweil,Stadt,78628,Rottweil,Baden-Württemberg,48.167866,8.627337,24985
071335006086,Roxheim,,55595,Bad Kreuznach,Rheinland-Pfalz,49.863903,7.809073,2807
130755557120,Rubenow,,17509,Vorpommern-Greifswald,Mecklenburg-Vorpommern,54.099356,13.6989,752
130755563121,Rubkow,,17390,Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.936343,13.722246,617
091780122122,Rudelzhausen,,84104,Freising,Bayern,48.590008,11.767661,3508
097775752167,Ruderatshofen,,87674,Ostallgäu,Bayern,47.81891,10.589056,1726
081190061061,Rudersberg,,73635,Rems-Murr-Kreis,Baden-Württemberg,48.883356,9.529647,11555
092750144144,Ruderting,,94161,Passau,Bayern,48.653401,13.408538,3063
160730076076,Rudolstadt,Stadt,07407,Saalfeld-Rudolstadt,Thüringen,50.721635,11.343567,24852
094775435151,Rugendorf,,95365,Kulmbach,Bayern,50.200404,11.461437,941
160635057066,Ruhla,Stadt,99842,Wartburgkreis,Thüringen,50.892673,10.365621,5126
120665607272,Ruhland,Stadt,01945,Oberspreewald-Lausitz,Brandenburg,51.459153,13.866195,3728
092765238142,Ruhmannsfelden,M,94239,Regen,Bayern,48.98335,12.986128,2023
130765655168,Ruhner Berge,,19376,Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.31804,11.927852,1723
091890140140,Ruhpolding,,83324,Traunstein,Bayern,47.763707,12.645429,6772
092750145145,Ruhstorf a.d.Rott,M,94099,Passau,Bayern,48.438795,13.335502,7115
010575785069,Ruhwinkel,,24601,Plön,Schleswig-Holstein,54.094216,10.221823,949
130725261090,Rukieten,,18258,Landkreis Rostock,Mecklenburg-Vorpommern,53.89908,12.154996,363
033555407032,Rullstorf,,21379,Lüneburg,Niedersachsen,53.286155,10.530491,1920
073405001039,Rumbach,,76891,Südwestpfalz,Rheinland-Pfalz,49.096417,7.787471,398
010585896139,Rumohr,,24254,Rendsburg-Eckernförde,Schleswig-Holstein,54.255177,10.024676,814
093720155155,Runding,,93486,Cham,Bayern,49.214563,12.763722,2234
065330013013,Runkel,Stadt,65594,Limburg-Weilburg,Hessen,50.405383,8.156881,9543
071435004065,Ruppach-Goldhausen,,56412,Westerwaldkreis,Rheinland-Pfalz,50.463234,7.880475,1224
073325001043,Ruppertsberg,,67152,Bad Dürkheim,Rheinland-Pfalz,49.399386,8.197281,1407
073335007065,Ruppertsecken,,67808,Donnersbergkreis,Rheinland-Pfalz,49.645819,7.881015,345
071415007120,Ruppertshofen,,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.20068,7.80698,353
081365008061,Ruppertshofen,,73577,Ostalbkreis,Baden-Württemberg,48.884049,9.814323,1939
096779463463,Ruppertshüttener Forst,,,Main-Spessart,Bayern,50.07971,9.572257,0
073405003040,Ruppertsweiler,,66957,Südwestpfalz,Rheinland-Pfalz,49.197464,7.688957,1447
053820052052,Ruppichteroth,,53809,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.843966,7.483618,10887
071345001075,Ruschberg,,55776,Birkenfeld,Rheinland-Pfalz,49.619717,7.28833,794
083175002114,Rust,,77977,Ortenaukreis,Baden-Württemberg,48.269294,7.726081,4865
160615008082,Rustenfelde,,37318,Eichsfeld,Thüringen,51.394321,10.003443,524
081150042042,Rutesheim,Stadt,71277,Böblingen,Baden-Württemberg,48.809882,8.945152,11258
073365010088,Ruthweiler,,66869,Kusel,Rheinland-Pfalz,49.55285,7.366647,470
073365010089,Rutsweiler am Glan,,66887,Kusel,Rheinland-Pfalz,49.529294,7.456141,291
073365008090,Rutsweiler an der Lauter,,67752,Kusel,Rheinland-Pfalz,49.565865,7.620574,374
160745050081,Ruttersdorf-Lotschen,,07646,Saale-Holzland-Kreis,Thüringen,50.884328,11.747559,327
031545403017,Räbke,,38375,Helmstedt,Niedersachsen,52.194636,10.878602,788
146255501470,Räckelwitz / Worklecy,,01920,Bautzen,Sachsen,51.256263,14.223127,1137
033605404016,Rätzlingen,,29590,Uelzen,Niedersachsen,52.975896,10.675921,465
130715159124,Röbel/Müritz,Stadt,17207,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.376237,12.605909,4684
095715509192,Röckingen,,91740,Ansbach,Bayern,49.057243,10.560231,754
130715163125,Röckwitz,,17091,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.708118,13.09941,259
071405004128,Rödelhausen,,56858,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.992378,7.329348,123
096735635156,Rödelmaier,,97618,Rhön-Grabfeld,Bayern,50.319705,10.277472,956
096755616161,Rödelsee,,97348,Kitzingen,Bayern,49.728659,10.244063,1926
094730159159,Rödental,St,96472,Coburg,Bayern,50.290191,11.032458,12457
146275234240,Röderaue,,01609,Meißen,Sachsen,51.387538,13.471968,2413
120620410410,Röderland,,04932,Elbe-Elster,Brandenburg,51.429725,13.493509,3618
064380012012,Rödermark,Stadt,63322,Offenbach,Hessen,49.978893,8.827442,28753
071405004129,Rödern,,55481,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.946562,7.448382,200
073385001022,Rödersheim-Gronau,,67127,Rhein-Pfalz-Kreis,Rheinland-Pfalz,49.429578,8.257346,2887
057580028028,Rödinghausen,,32289,Herford,Nordrhein-Westfalen,52.253282,8.479015,10064
097745728178,Röfingen,,89365,Günzburg,Bayern,48.424444,10.444424,1204
097795724206,Rögling,,86703,Donau-Ries,Bayern,48.847454,10.94659,612
130745452070,Rögnitz,,19205,Nordwestmecklenburg,Mecklenburg-Vorpommern,53.613535,11.023948,185
072325008111,Röhl,,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.937287,6.582719,435
091740141141,Röhrmoos,,85244,Dachau,Bayern,48.326969,11.458116,6449
092720141141,Röhrnbach,M,94133,Freyung-Grafenau,Bayern,48.740217,13.522967,4323
096765631151,Röllbach,,63934,Miltenberg,Bayern,49.773849,9.247397,1751
073385007023,Römerberg,,67354,Rhein-Pfalz-Kreis,Rheinland-Pfalz,49.265731,8.398865,9634
096729464464,Römershager Forst-Nord,,,Bad Kissingen,Bayern,50.332386,9.793132,0
096729465465,Römershager Forst-Ost,,,Bad Kissingen,Bayern,50.308844,9.836082,0
084155005088,Römerstein,,72587,Reutlingen,Baden-Württemberg,48.496398,9.514668,4094
160690062062,Römhild,Stadt,98630,Hildburghausen,Thüringen,50.396867,10.538723,6383
010535358102,Römnitz,,23909,Herzogtum Lauenburg,Schleswig-Holstein,53.710121,10.768957,60
033605407017,Römstedt,,29591,Uelzen,Niedersachsen,53.095509,10.650651,753
094790145145,Röslau,,95195,Wunsiedel i.Fichtelgebirge,Bayern,50.083981,11.973769,1991
053780028028,Rösrath,Stadt,51503,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,50.895438,7.181947,28709
031515406023,Rötgesbüttel,,38531,Gifhorn,Niedersachsen,52.415253,10.532239,2519
147290370370,Rötha,Stadt,04571,Leipzig,Sachsen,51.198128,12.414903,6325
097765737124,Röthenbach (Allgäu),,88167,Lindau (Bodensee),Bayern,47.622897,9.973255,1955
095740152152,Röthenbach a.d.Pegnitz,St,90552,Nürnberger Land,Bayern,49.482066,11.238754,12529
096780170170,Röthlein,,97520,Schweinfurt,Bayern,49.985703,10.215423,4444
071345002072,Rötsweiler-Nockenthal,,55767,Birkenfeld,Rheinland-Pfalz,49.711913,7.249592,444
095720149149,Röttenbach,,91341,Erlangen-Höchstadt,Bayern,49.67125,10.926701,4625
095760141141,Röttenbach,,91187,Roth,Bayern,49.151493,11.031847,3363
096795654182,Röttingen,St,97285,Würzburg,Bayern,49.510312,9.969683,1681
093720154154,Rötz,St,92444,Cham,Bayern,49.342287,12.531008,3256
130725260088,Rövershagen,,18182,Landkreis Rostock,Mecklenburg-Vorpommern,54.173634,12.241374,2894
071375002095,Rüber,,56295,Mayen-Koblenz,Rheinland-Pfalz,50.292175,7.374654,877
071435007064,Rückeroth,,56244,Westerwaldkreis,Rheinland-Pfalz,50.560058,7.743748,465
095740154154,Rückersdorf,,90607,Nürnberger Land,Bayern,49.493374,11.242961,4744
120625202417,Rückersdorf,,03238,Elbe-Elster,Brandenburg,51.575187,13.563897,1360
160765004062,Rückersdorf,,07580,Greiz,Thüringen,50.821344,12.220647,674
095749462462,Rückersdorfer Forst,,,Nürnberger Land,Bayern,49.512087,11.239181,0
097775756168,Rückholz,,87494,Ostallgäu,Bayern,47.658218,10.539754,1007
071345001074,Rückweiler,,55776,Birkenfeld,Rheinland-Pfalz,49.580298,7.238174,375
096765627153,Rüdenau,,63924,Miltenberg,Bayern,49.711322,9.180702,724
096755614162,Rüdenhausen,M,97355,Kitzingen,Bayern,49.765202,10.342259,850
120640428428,Rüdersdorf bei Berlin,,15562,Märkisch-Oderland,Brandenburg,52.470577,13.786091,15889
031595402030,Rüdershausen,,37434,Göttingen,Niedersachsen,51.581182,10.26824,811
071335006117,Rüdesheim,,55593,Bad Kreuznach,Rheinland-Pfalz,49.845274,7.812868,2744
064390013013,Rüdesheim am Rhein,Stadt,65385,Rheingau-Taunus-Kreis,Hessen,49.979366,7.926648,9879
120605003192,Rüdnitz,,16321,Barnim,Brandenburg,52.721251,13.62511,2133
010595974070,Rügge,,24405,Schleswig-Flensburg,Schleswig-Holstein,54.689422,9.761241,242
095715504194,Rügland,,91622,Ansbach,Bayern,49.400863,10.58597,1257
031515402024,Rühen,,38471,Gifhorn,Niedersachsen,52.485839,10.885271,5790
130725252089,Rühn,,18246,Landkreis Rostock,Mecklenburg-Vorpommern,53.820803,11.938898,612
120705001348,Rühstädt,,19322,Prignitz,Brandenburg,52.91894,11.870346,473
073345006025,Rülzheim,,76761,Germersheim,Rheinland-Pfalz,49.155067,8.293548,8472
071335011087,Rümmelsheim,,55452,Bad Kreuznach,Rheinland-Pfalz,49.934218,7.859905,1459
083365008073,Rümmingen,,79595,Lörrach,Baden-Württemberg,47.641307,7.642922,1989
010625207065,Rümpel,,23843,Stormarn,Schleswig-Holstein,53.782963,10.351796,1350
071385009066,Rüscheid,,56584,Neuwied,Rheinland-Pfalz,50.522824,7.565627,831
064330012012,Rüsselsheim am Main,Stadt,65428,Groß-Gerau,Hessen,49.994936,8.411404,65627
073335003064,Rüssingen,,67308,Donnersbergkreis,Rheinland-Pfalz,49.616298,8.086456,553
059740036036,Rüthen,Stadt,59602,Soest,Nordrhein-Westfalen,51.491486,8.431127,10290
120685804372,Rüthnick,,16835,Ostprignitz-Ruppin,Brandenburg,52.881027,12.994752,456
130745453071,Rüting,,23936,Nordwestmecklenburg,Mecklenburg-Vorpommern,53.792951,11.222723,542
130735352077,Saal,,18317,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.310418,12.495445,1453
092735216166,Saal a.d.Donau,,93342,Kelheim,Bayern,48.900521,11.928009,5685
096735640160,Saal a.d.Saale,M,97633,Rhön-Grabfeld,Bayern,50.317076,10.354982,1559
160750135135,Saalburg-Ebersdorf,Stadt,07929,Saale-Orla-Kreis,Thüringen,50.484382,11.667186,3271
091720130130,Saaldorf-Surheim,,83416,Berchtesgadener Land,Bayern,47.870455,12.929731,5578
160730077077,Saalfeld/Saale,Stadt,07318,Saalfeld-Rudolstadt,Thüringen,50.647648,11.361357,29086
073405009041,Saalstadt,,66919,Südwestpfalz,Rheinland-Pfalz,49.323801,7.547655,312
160765006064,Saara,,07589,Greiz,Thüringen,50.856248,11.975979,577
100410100100,Saarbrücken,Landeshauptstadt,66111,Regionalverband Saarbrücken,Saarland,49.236608,6.995542,182971
072355008118,Saarburg,Stadt,54439,Trier-Saarburg,Rheinland-Pfalz,49.608359,6.54871,7504
100440115115,Saarlouis,Kreisstadt,66740,Saarlouis,Saarland,49.31506,6.75122,37667
100440116116,Saarwellingen,,66793,Saarlouis,Saarland,49.353678,6.806558,13616
095710196196,Sachsen b.Ansbach,,91623,Ansbach,Bayern,49.288491,10.66144,3720
032575407033,Sachsenhagen,Stadt,31553,Schaumburg,Niedersachsen,52.39579,9.264827,1821
081180076076,Sachsenheim,Stadt,74343,Ludwigsburg,Baden-Württemberg,48.959506,9.063337,18638
091735109141,Sachsenkam,,83679,Bad Tölz-Wolfratshausen,Bayern,47.806902,11.64358,1333
055660080080,Saerbeck,NRW-Klimakommune,48369,Steinfurt,Nordrhein-Westfalen,52.173086,7.633669,6906
071375001096,Saffig,,56648,Mayen-Koblenz,Rheinland-Pfalz,50.379942,7.415851,2209
130735359078,Sagard,,18551,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.524875,13.555143,2410
010535373106,Sahms,,21493,Herzogtum Lauenburg,Schleswig-Holstein,53.525807,10.532723,454
096710150150,Sailauf,,63877,Aschaffenburg,Bayern,50.024451,9.255757,3555
096719458458,Sailaufer Forst,,,Aschaffenburg,Bayern,50.043221,9.299442,0
081175003042,Salach,,73084,Göppingen,Baden-Württemberg,48.690404,9.737615,8042
092785256182,Salching,,94330,Straubing-Bogen,Bayern,48.810975,12.57016,2742
092720142142,Saldenburg,,94163,Freyung-Grafenau,Bayern,48.773291,13.356102,1986
010535358107,Salem,,23911,Herzogtum Lauenburg,Schleswig-Holstein,53.656405,10.827965,693
084355005052,Salem,,88682,Bodenseekreis,Baden-Württemberg,47.759725,9.310691,12243
097785759190,Salgen,,87775,Unterallgäu,Bayern,48.129483,10.478717,1452
120625205425,Sallgast,,03238,Elbe-Elster,Brandenburg,51.588502,13.848571,1392
072335006060,Salm,,54570,Vulkaneifel,Rheinland-Pfalz,50.152462,6.690979,322
072315008113,Salmtal,,54528,Bernkastel-Wittlich,Rheinland-Pfalz,49.927365,6.847557,2539
071435008290,Salz,,56414,Westerwaldkreis,Rheinland-Pfalz,50.508872,7.958497,878
096735635161,Salz,,97616,Rhön-Grabfeld,Bayern,50.309492,10.20876,2287
150880319319,Salzatal,,06198,Saalekreis,Sachsen-Anhalt,51.525992,11.823568,11267
034540045045,Salzbergen,,48499,Emsland,Niedersachsen,52.322754,7.347275,7949
071435006291,Salzburg,,56479,Westerwaldkreis,Rheinland-Pfalz,50.667835,8.046635,231
031020000000,Salzgitter,Stadt,38226,Salzgitter,Niedersachsen,52.153574,10.329208,104970
033535405030,Salzhausen,,21376,Harburg,Niedersachsen,53.225825,10.169305,4887
032520008008,Salzhemmendorf,Flecken,31020,Hameln-Pyrmont,Niedersachsen,52.066226,9.589601,9233
057740036036,Salzkotten,Stadt,33154,Paderborn,Nordrhein-Westfalen,51.671701,8.604954,25429
150810455455,Salzwedel,Hansestadt,29410,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.852801,11.153862,22964
092750146146,Salzweg,,94121,Passau,Bayern,48.615458,13.482403,6533
091870172172,Samerberg,,83122,Rosenheim,Bayern,47.781501,12.212482,2798
034565403020,Samern,,48465,Grafschaft Bentheim,Niedersachsen,52.299715,7.255962,810
130735362079,Samtens,,18573,Vorpommern-Rügen,Mecklenburg-Vorpommern,54.35598,13.29259,1991
096740195195,Sand a.Main,,97522,Haßberge,Bayern,49.987545,10.588094,3060
150905052445,Sandau (Elbe),Stadt,39524,Stendal,Sachsen-Anhalt,52.789726,12.046326,796
096730162162,Sandberg,,97657,Rhön-Grabfeld,Bayern,50.34894,10.007038,2329
033575404040,Sandbostel,,27446,Rotenburg (Wümme),Niedersachsen,53.408968,9.130098,788
034550014014,Sande,,26452,Friesland,Niedersachsen,53.49975,8.01612,8619
150820340340,Sandersdorf-Brehna,Stadt,06792,Anhalt-Bitterfeld,Sachsen-Anhalt,51.557318,12.212601,14130
010535391108,Sandesneben,,23898,Herzogtum Lauenburg,Schleswig-Holstein,53.68797,10.496793,1859
082260076076,Sandhausen,,69207,Rhein-Neckar-Kreis,Baden-Württemberg,49.342601,8.658493,15330
150870370370,Sangerhausen,Stadt,06526,Mansfeld-Südharz,Sachsen-Anhalt,51.473662,11.298597,25392
130720091091,Sanitz,,18190,Landkreis Rostock,Mecklenburg-Vorpommern,54.077526,12.375429,6533
073335007066,Sankt Alban,,67813,Donnersbergkreis,Rheinland-Pfalz,49.683295,7.86278,270
071355005076,Sankt Aldegund,,56858,Cochem-Zell,Rheinland-Pfalz,50.082206,7.130204,502
010515169096,Sankt Annen,,25776,Dithmarschen,Schleswig-Holstein,54.345413,9.07975,320
053820056056,Sankt Augustin,Stadt,53757,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.77333,7.185259,56521
092780184184,Sankt Englmar,,94379,Straubing-Bogen,Bayern,49.002846,12.823952,1827
071405009133,Sankt Goar,Stadt,56329,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.150992,7.713464,2847
071415009121,"Sankt Goarshausen, Loreleystadt",Stadt,56346,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.153545,7.719227,1248
071375003097,Sankt Johann,,56727,Mayen-Koblenz,Rheinland-Pfalz,50.347576,7.196286,951
073395008050,Sankt Johann,,55578,Mainz-Bingen,Rheinland-Pfalz,49.867897,8.016253,874
073365008095,Sankt Julian,,66887,Kusel,Rheinland-Pfalz,49.608283,7.510407,1046
071335006088,Sankt Katharinen,,55595,Bad Kreuznach,Rheinland-Pfalz,49.866709,7.768735,380
071385004068,Sankt Katharinen (Landkreis Neuwied),,53562,Neuwied,Rheinland-Pfalz,50.591086,7.345257,3434
010615179095,Sankt Margarethen,,25572,Steinburg,Schleswig-Holstein,53.889309,9.256234,812
073375006070,Sankt Martin,,67487,Südliche Weinstraße,Rheinland-Pfalz,49.301132,8.104579,1679
010515163097,Sankt Michaelisdonn,,25693,Dithmarschen,Schleswig-Holstein,53.994807,9.121257,3487
092729459459,Sankt Oswald,,,Freyung-Grafenau,Bayern,48.93976,13.437353,0
092720143143,Sankt Oswald-Riedlhütte,,94568,Freyung-Grafenau,Bayern,48.891752,13.428539,2944
010545417113,Sankt Peter-Ording,,25826,Nordfriesland,Schleswig-Holstein,54.302281,8.640495,3724
071375008222,Sankt Sebastian,,56220,Mayen-Koblenz,Rheinland-Pfalz,50.410442,7.5648,2652
